ANO_ESCOLAR,CODIGO_ESCUELA,region,municipio,escuela,escuela_receptora,nivel,consolidada,matricula,matricula_2016-17,cambio_matricula,promedio_espanol,promedio_matematica,promedio_ingles,promedio_ciencias
2017-18,40626,MAYAGUEZ,AÑASCO,Espino,0,elemental,0,255,232,9.91%,61.6,72.3,28.6,38.6
2017-18,47084,MAYAGUEZ,MAYAGUEZ,Esteban Rosado Baez,0,interlocking,0,277,178,55.62%,32.2,34.7,51,52.8
2017-18,46664,MAYAGUEZ,AGUADILLA,Ester Feliciano Mendoza,0,intermedia,0,416,370,12.43%,26.7,8.7,33.2,20.8
2017-18,47977,MAYAGUEZ,LAS MARIAS,Eugenio Maria de Hostos (Intermedia),0,intermedia,0,179,172,4.07%,43,30.7,30.2,51.2
2017-18,48298,MAYAGUEZ,MAYAGUEZ,Eugenio Maria de Hostos (Superior),0,superior,0,892,974,-8.42%,45,5.1,39.4,49.5
2017-18,46219,MAYAGUEZ,LAS MARIAS,Eva y Patria Custodio,0,superior,0,301,280,7.50%,57.8,35.9,56.3,73.4
2017-18,44743,MAYAGUEZ,AGUADILLA,Extension Borinquen,0,elemental,1,84,104,-19.23%,,,,
2017-18,41822,MAYAGUEZ,LAS MARIAS,Fortunato Jorge Corona,0,elemental,1,195,196,-0.51%,,,,
2017-18,15248,MAYAGUEZ,ISABELA,Francisco Mendoza,0,superior,0,868,749,15.89%,56.2,11.2,59.6,55.4
2017-18,42143,MAYAGUEZ,MAYAGUEZ,Franklin D Roosevelt,0,elemental,1,158,172,-8.14%,21,33,20,57
2017-18,42994,MAYAGUEZ,SABANA GRANDE,Franklin Delano Roosevelt,0,elemental,1,112,105,6.67%,,,,
2017-18,42887,MAYAGUEZ,RINCON,Genoveva Perez,0,elemental,1,102,128,-20.31%,70,84,80,87
2017-18,43257,MAYAGUEZ,SAN GERMAN,Georgina Alvarado,0,elemental,0,137,151,-9.27%,100,100,100,100
2017-18,15412,MAYAGUEZ,ISABELA,Gloria Gonzalez,0,elemental,1,114,155,-26.45%,87,87,91,89
2017-18,43323,MAYAGUEZ,SAN GERMAN,Henry W Longfellow,0,elemental,0,358,375,-4.53%,91.9,90.2,85.5,92.6
2017-18,43307,MAYAGUEZ,SAN GERMAN,Herminia C Ramirez,0,elemental,0,157,166,-5.42%,92.1,97.4,90.8,89.3
2017-18,40295,MAYAGUEZ,AGUADILLA,Homero Rivera Sola,0,elemental,0,153,165,-7.27%,56.7,85.1,64.2,73.7
2017-18,41913,MAYAGUEZ,MARICAO,Indiera Fria,0,elemental,0,83,81,2.47%,88.2,79.4,76.5,83.3
2017-18,46821,MAYAGUEZ,CABO ROJO,Ines Maria Mendoza,0,superior,0,595,569,4.57%,40.9,0,44.9,46.5
2017-18,15750,MAYAGUEZ,ISABELA,Irma Deliz de Muñoz,0,intermedia,0,539,225,139.56%,31.5,4.1,38,33.7
2017-18,40667,MAYAGUEZ,AÑASCO,Isabel Suarez,0,intermedia,0,466,464,0.43%,29.7,3.4,26.1,45.1
2017-18,40915,MAYAGUEZ,CABO ROJO,James Garfield,0,elemental,0,257,232,10.78%,77.4,82.7,84.2,92.7
2017-18,42820,MAYAGUEZ,RINCON,Jorge Seda Crespo,0,intermedia,1,166,249,-33.33%,32,8,38,23
2017-18,43034,MAYAGUEZ,SABANA GRANDE,Jose A Castillo,0,elemental,1,298,300,-0.67%,97,99,97,77
2017-18,40444,MAYAGUEZ,AGUADILLA,Jose Acevedo Alvarez,0,elemental,1,97,122,-20.49%,70,54,57,64
2017-18,15446,MAYAGUEZ,ISABELA,Jose C Rosario,0,interlocking,0,627,311,101.61%,36.4,15.1,34.2,32.8
2017-18,40287,MAYAGUEZ,AGUADILLA,Jose de Diego,0,elemental,1,120,160,-25.00%,89,94,100,91
2017-18,40378,MAYAGUEZ,AGUADILLA,Jose de Diego,0,intermedia,0,242,201,20.40%,20.9,4.3,16.7,36.8
2017-18,42176,MAYAGUEZ,MAYAGUEZ,Jose Gautier Benitez,0,interlocking,0,359,147,144.22%,48.3,40.9,51.1,55.9
2017-18,40121,MAYAGUEZ,AGUADA,Jose Gonzalez Ruiz,0,elemental,0,146,169,-13.61%,92.2,96.1,100,100
2017-18,15214,MAYAGUEZ,ISABELA,Jose Julian Acosta,0,elemental,1,135,164,-17.68%,72,84,48,88
2017-18,43018,MAYAGUEZ,SABANA GRANDE,Jose R Gaztambide,0,elemental,0,166,202,-17.82%,67.1,78.9,57.9,100
2017-18,42804,MAYAGUEZ,MOCA,Juan de Dios Quiñones,0,elemental,0,289,280,3.21%,61.8,56.1,53.5,40.7
2017-18,43059,MAYAGUEZ,SABANA GRANDE,Juan I Vega,0,elemental,1,193,195,-1.03%,87,71,65,86
2017-18,40204,MAYAGUEZ,AGUADA,Juan Lino Santiago,0,elemental,0,601,250,140.40%,67.6,73.6,77.5,74.7
2017-18,47647,MAYAGUEZ,AGUADILLA,Juan Perez Pelegrina (Nueva),0,superior,0,715,693,3.17%,50,12.1,70,66.4
2017-18,43547,MAYAGUEZ,MOCA,Juana B Guzman,0,elemental,1,76,97,-21.65%,,,,
2017-18,43224,MAYAGUEZ,SAN GERMAN,Julio V Guzman,0,intermedia,0,436,354,23.16%,37.5,4.4,32.1,34.6
2017-18,45641,MAYAGUEZ,MARICAO,La Carmen,0,elemental,0,124,128,-3.13%,42.4,65.5,62.1,47.6
2017-18,43406,MAYAGUEZ,SAN GERMAN,Laura Mercado,0,interlocking,0,348,342,1.75%,41.4,18.2,31.5,47.4
2017-18,43448,MAYAGUEZ,MOCA,Laurentino Nieves Velez,0,elemental,1,93,134,-30.60%,78,85,73,89
2017-18,45682,MAYAGUEZ,LAJAS,Leonides Morales Rodriguez,0,superior,0,840,768,9.38%,38.9,12.5,42.3,39.8
2017-18,43315,MAYAGUEZ,SAN GERMAN,Lola Rodriguez de Tio,0,superior,0,673,646,4.18%,47.6,5.6,36.8,56.3
2017-18,40394,MAYAGUEZ,AGUADILLA,Lucia Cubrero,0,elemental,1,147,190,-22.63%,89,86,91,100
2017-18,46995,MAYAGUEZ,AÑASCO,Luis Muñoz Marin,0,superior,0,462,467,-1.07%,65.7,19.2,68.7,74.7
2017-18,40477,MAYAGUEZ,AGUADILLA,Luis Muñoz Rivera,0,elemental,0,206,266,-22.56%,49.3,55.5,35.8,51.1
2017-18,41541,MAYAGUEZ,LAJAS,Luis Muñoz Rivera,0,intermedia,0,466,423,10.17%,33.3,3.6,30.5,28.9
2017-18,42242,MAYAGUEZ,MAYAGUEZ,Luis Muñoz Rivera,0,elemental,0,263,296,-11.15%,38.9,53.7,49,62.2
2017-18,48264,MAYAGUEZ,SABANA GRANDE,Luis Negron Lopez,0,superior,0,719,647,11.13%,42,2.5,43.9,43.3
2017-18,47555,MAYAGUEZ,LAS MARIAS,Luis Santaliz Capestany,0,elemental,1,214,242,-11.57%,33,,,
2017-18,46813,MAYAGUEZ,AGUADA,Lydia Melendez,0,elemental,0,253,160,58.13%,37.9,35,31.4,48.8
2017-18,42267,MAYAGUEZ,MAYAGUEZ,Manuel A Barreto,0,intermedia,0,235,218,7.80%,23.1,5.2,22.2,24.5
2017-18,15206,MAYAGUEZ,ISABELA,Manuel Corchado y Juarbe,0,elemental,1,187,233,-19.74%,57,72,74,97
2017-18,47662,MAYAGUEZ,RINCON,Manuel Garcia Perez (Nueva),0,superior,0,407,389,4.63%,31.3,1,60.4,41.1
2017-18,42945,MAYAGUEZ,RINCON,Manuel Gonzalez Melo,0,interlocking,0,428,352,21.59%,43.9,51,63.5,67
2017-18,47902,MAYAGUEZ,MOCA,Manuel Mendez Liciaga,0,superior,0,909,798,13.91%,45.4,28.3,61.7,61
2017-18,46334,MAYAGUEZ,MOCA,Marcelino Rodriguez,0,intermedia,0,280,307,-8.79%,27.1,10.4,31.7,32.3
2017-18,44545,MAYAGUEZ,MAYAGUEZ,Maria Dolores Faria,0,interlocking,0,184,300,-38.67%,10.8,7.6,8.9,16.7
2017-18,44842,MAYAGUEZ,MAYAGUEZ,Maria Luisa Arcelay,0,elemental,0,113,119,-5.04%,75.9,75.5,86.8,84.2
2017-18,40758,MAYAGUEZ,AÑASCO,Mariana Bracetti,0,elemental,1,117,125,-6.40%,98,98,66,100
2017-18,43299,MAYAGUEZ,SAN GERMAN,Mariano Abril,0,elemental,0,124,132,-6.06%,60.7,65.6,60.7,84.2
2017-18,42283,MAYAGUEZ,MAYAGUEZ,Mariano Riera Palmer,0,elemental,0,257,222,15.77%,45.5,57.9,55.9,76.5
2017-18,41590,MAYAGUEZ,LAJAS,Mario Pagan Irizarry,0,elemental,1,138,179,-22.91%,91,100,93,92
2017-18,15396,MAYAGUEZ,ISABELA,Mateo Hernandez,0,elemental,0,222,220,0.91%,36.1,49,30.8,52.8
2017-18,41111,MAYAGUEZ,HORMIGUEROS,Miguel A Rivera,0,elemental,1,164,144,13.89%,34,28,24,26
2017-18,46987,MAYAGUEZ,CABO ROJO,Monserrate Leon Irizarry,0,superior,0,494,391,26.34%,41.5,12.3,46.2,47.6
2017-18,15321,MAYAGUEZ,ISABELA,Nicandro Garcia,0,elemental,1,184,144,27.78%,76,87,73,93
2017-18,17657,MAYAGUEZ,ISABELA,Nueva Caferina Cordero,0,elemental,0,295,113,161.06%,47.6,53.5,34,52.6
2017-18,42259,MAYAGUEZ,MAYAGUEZ,Olga Mas Ramirez,0,elemental,0,223,251,-11.16%,41.9,43.5,22.6,66.7
2017-18,43489,MAYAGUEZ,MOCA,Pablo Cardona,0,elemental,1,174,142,22.54%,38,41,26,56
2017-18,40071,MAYAGUEZ,AGUADA,Padre Pablo Gutierrez,0,elemental,1,145,168,-13.69%,80,86,81,89
2017-18,40741,MAYAGUEZ,AÑASCO,Parcelas Maria,0,elemental,1,215,177,21.47%,53,64,36,64
2017-18,47126,MAYAGUEZ,SAN SEBASTIAN,Patria Latorre,0,superior,0,894,764,17.02%,70.6,38.5,75.5,70.9
2017-18,40980,MAYAGUEZ,CABO ROJO,Pedro Nelson Colberg,0,intermedia,0,332,335,-0.90%,31.3,5.5,32.2,23.2
2017-18,47951,MAYAGUEZ,AGUADA,Profesora Juana Rosario Carrero,0,intermedia,0,491,604,-18.71%,45.4,7.5,49.6,44.4
2017-18,40329,MAYAGUEZ,AGUADILLA,Rafael Cordero,0,elemental,1,125,164,-23.78%,52,55,49,63
2017-18,42374,MAYAGUEZ,MAYAGUEZ,Rafel Cordero Molina,0,elemental,1,188,182,3.30%,45,52,41,59
2017-18,40436,MAYAGUEZ,AGUADILLA,Rafael Fabian,0,elemental,1,165,185,-10.81%,53,72,44,53
2017-18,41103,MAYAGUEZ,HORMIGUEROS,Rafael Hernandez,0,elemental,1,166,175,-5.14%,49,48,30,70
2017-18,42390,MAYAGUEZ,MAYAGUEZ,Rafael Martinez Nadal,0,elemental,0,207,199,4.02%,49.4,47.7,54,78.1
2017-18,46052,MAYAGUEZ,HORMIGUEROS,Ramon E Rodriguez Diaz,0,intermedia,0,444,420,5.71%,47.3,10.9,39.6,42.1
2017-18,43794,MAYAGUEZ,SAN SEBASTIAN,Ramon Maria Torres,0,elemental,0,301,267,12.73%,69.5,71.3,56.7,89.4
2017-18,44529,MAYAGUEZ,LAJAS,Ramon Olivares,0,elemental,0,175,185,-5.41%,85.3,94.6,70.3,100
2017-18,41921,MAYAGUEZ,MARICAO,Raul Ybarra,0,interlocking,0,241,233,3.43%,31.8,22.5,27.2,41.2
2017-18,47571,MAYAGUEZ,MAYAGUEZ,Rio Cañas Abajo,0,interlocking,0,288,272,5.88%,32.2,18.4,20.1,39.8
2017-18,41566,MAYAGUEZ,LAJAS,Rosendo Matienzo Cintron,0,elemental,0,118,154,-23.38%,83.3,84.8,83.3,95
2017-18,45468,MAYAGUEZ,AGUADILLA,Salvador Fuentes,0,superior,0,288,213,35.21%,26,2,46,40
2017-18,44511,MAYAGUEZ,CABO ROJO,Sebastian Pabon Alves (Corozo),0,interlocking,0,179,214,-16.36%,51.3,40.3,47.1,51.1
2017-18,48306,MAYAGUEZ,CABO ROJO,Segunda Unidad Bo Puerto Real,0,interlocking,0,373,374,-0.27%,36.4,17.8,43.5,49.3
2017-18,41061,MAYAGUEZ,HORMIGUEROS,Segundo Ruiz Belvis,0,superior,0,712,767,-7.17%,54,7.4,60.7,55.8
2017-18,42085,MAYAGUEZ,MAYAGUEZ,Segundo Ruiz Belvis,0,elemental,0,222,239,-7.11%,36.4,32.7,26.2,55.2
2017-18,47357,MAYAGUEZ,CABO ROJO,Severo E Colberg Ramirez,0,elemental,0,481,491,-2.04%,41.9,47.5,26.7,65.8
2017-18,44891,MAYAGUEZ,HORMIGUEROS,Su Alfredo Dorrington,0,interlocking,0,407,313,30.03%,36,25.6,31.2,37.9
2017-18,41020,MAYAGUEZ,CABO ROJO,Su Antonio Acaron Correa,0,interlocking,0,349,351,-0.57%,62.7,48.2,58.4,63
2017-18,42481,MAYAGUEZ,MOCA,Su Aristides Maisonave,0,elemental,1,123,220,-44.09%,77,86,69,86
2017-18,43729,MAYAGUEZ,SAN SEBASTIAN,Su Bernaldo Mendez Jimenez,0,interlocking,0,361,475,-24.00%,35.1,15.1,32.9,40.2
2017-18,43752,MAYAGUEZ,SAN SEBASTIAN,Su Carmelo Serrano Cubano,0,interlocking,0,372,415,-10.36%,48.4,29.4,43.2,57.4
2017-18,41004,MAYAGUEZ,CABO ROJO,Su Carmen Virgnals Rosario,0,interlocking,0,289,300,-3.67%,38.2,22.2,33.8,46
2017-18,40469,MAYAGUEZ,AGUADILLA,Su Conchita Iguartua de Suarez,0,interlocking,0,768,796,-3.52%,51.5,37,57.4,81.2
2017-18,42952,MAYAGUEZ,SABANA GRANDE,Su David Antongiorgi Cordova,0,interlocking,0,502,547,-8.23%,64.1,45.1,72.1,94.2
2017-18,40220,MAYAGUEZ,AGUADA,Su Epifanio Estrada,0,interlocking,0,664,537,23.65%,58.7,32.8,67.1,56.7
2017-18,41012,MAYAGUEZ,CABO ROJO,Su Federico Degetau,0,interlocking,0,255,270,-5.56%,54.9,30,38.6,56.1
2017-18,42234,MAYAGUEZ,MAYAGUEZ,Su Felisa Rincon de Gauthier,0,interlocking,1,97,121,-19.83%,51,67,66,96
2017-18,43398,MAYAGUEZ,SAN GERMAN,Su Francisco Maria Quiñones,0,interlocking,0,230,266,-13.53%,47.8,21.3,29.2,56.5
2017-18,41954,MAYAGUEZ,MARICAO,Su Francisco Vicenty,0,interlocking,1,60,94,-36.17%,43,32,46,79
2017-18,43414,MAYAGUEZ,SAN GERMAN,Su Galo Rosado,0,interlocking,1,199,207,-3.86%,59,31,40,64
2017-18,15453,MAYAGUEZ,ISABELA,Su Jose A Vargas,0,interlocking,0,241,265,-9.06%,45.7,21.7,33.1,37
2017-18,40030,MAYAGUEZ,AGUADA,Su Juan B Soto,0,interlocking,0,260,137,89.78%,56.3,49.5,71.1,76
2017-18,41582,MAYAGUEZ,LAJAS,Su Juan Cancio Ortiz de la Renta,0,interlocking,0,448,308,45.45%,20.8,22.1,30.4,19.6
2017-18,41814,MAYAGUEZ,LAS MARIAS,Su Lauro Gonzales Hijo,0,interlocking,0,200,220,-9.09%,50.8,37.7,37.7,63.4
2017-18,43745,MAYAGUEZ,SAN SEBASTIAN,Su Maximino a Salas,0,interlocking,0,319,407,-21.62%,40.6,23.1,38.8,55
2017-18,47894,MAYAGUEZ,MOCA,Superior Catalina Morales Flores,0,superior,0,827,736,12.36%,50.9,24.9,66.5,61.3
2017-18,47639,MAYAGUEZ,MARICAO,Superior Nueva,0,superior,0,212,229,-7.42%,38.3,27.7,25.5,46.8
2017-18,42465,MAYAGUEZ,MAYAGUEZ,Theodore Rosevelt,0,elemental,1,233,252,-7.54%,36,48,46,42
2017-18,42770,MAYAGUEZ,MOCA,Tomas Vera Ayala,0,elemental,0,166,176,-5.68%,87.5,86.1,81.9,94.4
2017-18,54862,PONCE,VILLALBA,(Croev)Especializada en Ciencias y Matematicas),0,especializada,0,225,219,2.74%,100,83.3,95.8,100
2017-18,52357,PONCE,PONCE,Abraham Lincoln,0,elemental,0,248,211,17.54%,67.3,68.1,54.9,88
2017-18,51953,PONCE,PEÑUELAS,Adolfo Grana Rivera,0,elemental,1,271,270,0.37%,33,32,21,50
2017-18,58594,PONCE,JAYUYA,Adrian Torres Torres,0,interlocking,0,382,387,-1.29%,37.5,3.1,20.9,28
2017-18,50740,PONCE,GUANICA,Agripina Seda,0,intermedia,0,255,274,-6.93%,27.6,5.3,32.6,24.3
2017-18,53330,PONCE,YAUCO,Almacigo Alto II,0,elemental,0,112,135,-17.04%,83.7,87.8,85.7,100
2017-18,53355,PONCE,YAUCO,Almacigo Bajo I y Bajo II,0,elemental,1,117,125,-6.40%,66,60,45,56
2017-18,53678,PONCE,YAUCO,Ana Maria Negron,0,intermedia,1,163,184,-11.41%,38,8,28,58
2017-18,52985,PONCE,SANTA ISABEL,Ana Valldejuly (Jauca),0,elemental,0,226,149,51.68%,61.8,65.5,64.5,77.3
2017-18,54940,PONCE,PONCE,Andres Grillasca Salas,0,elemental,0,245,265,-7.55%,16,26.1,11.8,26.2
2017-18,50260,PONCE,ADJUNTAS,Angel Maldonado Bula,0,elemental,1,80,96,-16.67%,64,62,38,77
2017-18,51508,PONCE,JAYUYA,Angela Calvani Alvarado,0,elemental,1,164,206,-20.39%,79,66,60,61
2017-18,55483,PONCE,PONCE,Angela Cordero Bernard,0,elemental,0,648,667,-2.85%,49.9,44.7,29.6,47.4
2017-18,51342,PONCE,JAYUYA,Angelica Toro (Nueva),0,elemental,0,277,180,53.89%,51.4,49.6,42.9,58.5
2017-18,55871,PONCE,PONCE,Antonio Paoli,0,intermedia,0,153,262,-41.60%,11.7,0,10.6,17.4
2017-18,13342,PONCE,UTUADO,Antonio Tulla Torres,0,interlocking,0,180,163,10.43%,43.6,66.3,28,58.3
2017-18,51185,PONCE,GUAYANILLA,Aristides Cales Quiros,0,intermedia,0,299,412,-27.43%,27.8,3.9,28,32
2017-18,53363,PONCE,YAUCO,Arturo Lluberas,0,elemental,0,234,290,-19.31%,66,68.6,47.6,100
2017-18,57125,PONCE,GUAYANILLA,Asuncion Rodriguez de Sala,0,superior,0,670,587,14.14%,40.3,1.4,42.4,46.2
2017-18,57018,PONCE,PONCE,Aurea E Rivera Collazo,0,elemental,0,333,242,37.60%,56.5,72.7,41.2,61.8
2017-18,57620,PONCE,GUANICA,Aurea Quiles Acevedo,0,superior,0,522,514,1.56%,32.3,0,34.4,35.4
2017-18,50591,PONCE,COAMO,Aurelia Quintero Laboy,0,elemental,1,124,134,-7.46%,57,49,45,60
2017-18,53744,PONCE,YAUCO,Benicia Velez,0,elemental,0,122,164,-25.61%,100,100,100,93.8
2017-18,50559,PONCE,COAMO,Benigna I Caratini,0,elemental,1,154,197,-21.83%,85,93,85,90
2017-18,50492,PONCE,COAMO,Benjamin Franklin,0,intermedia,0,251,308,-18.51%,44.4,21.5,40.7,38.2
2017-18,52696,PONCE,PONCE,Bernardino Cordero Bernard,0,superior,0,1311,1182,10.91%,53.4,10,41.8,57.2
2017-18,13391,PONCE,UTUADO,Bernardo Gonzalez Colon,0,interlocking,0,365,346,5.49%,36,19.8,30.8,39.4
2017-18,56069,PONCE,PONCE,Bethzaida Velazquez Superior,0,superior,0,345,370,-6.76%,40.7,1.1,29.7,37.4
2017-18,52183,PONCE,PONCE,Capitanejo,0,elemental,0,158,143,10.49%,62.9,53.9,40.4,68.2
2017-18,13094,PONCE,UTUADO,Carmen Aponte,0,elemental,1,67,81,-17.28%,75,93,68,100
2017-18,56119,PONCE,JUANA DIAZ,Carmen Belen Veiga,0,superior,0,387,457,-15.32%,44.4,24.2,48.5,47.5
2017-18,57182,PONCE,PONCE,Carmen Sola de Pereira,0,elemental,0,294,336,-12.50%,57.6,72.7,45.5,86.4
2017-18,50815,PONCE,GUANICA,Ceferino Colon Lucca,0,elemental,1,63,94,-32.98%,93,97,97,100
2017-18,52027,PONCE,PONCE,Cerrillo Hoyos,0,elemental,1,130,145,-10.34%,64,77,23,70
2017-18,51151,PONCE,GUAYANILLA,Consejo,0,elemental,1,92,114,-19.30%,87,83,58,86
2017-18,58503,PONCE,VILLALBA,Cristina (Amada)Martinez Martinez,0,superior,0,330,372,-11.29%,35.4,9.2,38.5,76.9
2017-18,51334,PONCE,GUAYANILLA,Dalila Torres,0,elemental,0,147,139,5.76%,62.9,74.3,62.9,25
2017-18,58263,PONCE,VILLALBA,Daniel Serrano Rivera,0,elemental,0,282,306,-7.84%,37.3,50.7,33.6,53.3
2017-18,50252,PONCE,ADJUNTAS,Domingo Massol,0,elemental,0,117,114,2.63%,50,47.8,34.8,50
2017-18,58081,PONCE,ADJUNTAS,Domingo Puetri Ruiz,0,elemental,0,435,425,2.35%,31.7,46,14.3,47.5
2017-18,54866,PONCE,PONCE,Dr Alfredo M Aguayo,0,interlocking,0,248,268,-7.46%,27.2,12.3,17.9,25
2017-18,17707,PONCE,UTUADO,Dr Efrain Gonzalez Tejera,0,elemental,0,169,136,24.26%,89.5,97.4,96.1,100
2017-18,52084,PONCE,PONCE,Dr Jose C Barbosa,0,elemental,0,137,105,30.48%,57.6,67.8,48.3,60
2017-18,57877,PONCE,JUANA DIAZ,Dr Maximo Donoso Sanchez,0,superior,0,474,443,7.00%,45,5,28.7,58.5
2017-18,55889,PONCE,JUANA DIAZ,Dr Pedro Albizu Campos,0,elemental,0,347,257,35.02%,81.6,87.5,87.5,58.5
2017-18,57299,PONCE,PONCE,Dr Pedro Albizu Campos,0,superior,0,131,161,-18.63%,93.1,65.5,93.1,100
2017-18,52688,PONCE,PONCE,Dr Pila,0,superior,0,437,513,-14.81%,26.7,1,33.7,37.9
2017-18,52522,PONCE,PONCE,Dr Rafael Pujals,0,intermedia,0,431,460,-6.30%,39.9,22.6,49.3,39.8
2017-18,52118,PONCE,PONCE,Eduardo Neumann Gandia,0,intermedia,0,380,344,10.47%,28.3,11.6,22.4,27.6
2017-18,58107,PONCE,PEÑUELAS,Elemental Tallaboa Alta,0,elemental,1,135,131,3.05%,44,72,28,
2017-18,50690,PONCE,GUANICA,Elsa E Couto Annoni,0,elemental,0,101,108,-6.48%,84.2,94.7,100,93.3
2017-18,53603,PONCE,YAUCO,Elvira Vicente,0,intermedia,0,287,314,-8.60%,37.3,7.7,25.8,32.8
2017-18,57703,PONCE,SANTA ISABEL,Elvira M Colon,0,superior,0,408,475,-14.11%,28.8,5.2,31.3,35.7
2017-18,53470,PONCE,YAUCO,Ernesto Ramos Antonini,0,superior,0,432,401,7.73%,86.2,64,90,85.9
2017-18,54288,PONCE,PONCE,Ernesto Ramos Antonini,0,interlocking,0,286,311,-8.04%,18,16.4,8.2,17.2
2017-18,53025,PONCE,SANTA ISABEL,Esther Rivera,0,elemental,1,184,186,-1.08%,44,48,60,89
2017-18,56440,PONCE,PONCE,Eugenio le Compte Benitez,0,intermedia,0,451,448,0.67%,27,2.6,22.7,18.2
2017-18,52431,PONCE,PONCE,Eugenio Maria de Hostos,0,elemental,1,142,139,2.16%,81,92,91,75
2017-18,52167,PONCE,PONCE,Federico Degetau y Gonzalez,0,intermedia,1,124,144,-13.89%,14,1,11,15
2017-18,51631,PONCE,JUANA DIAZ,Felipe Colon Diaz,0,intermedia,0,501,516,-2.91%,37.2,10.4,49.2,45.2
2017-18,51839,PONCE,PEÑUELAS,Felipe Quiñones,0,elemental,1,53,98,-45.92%,71,94,52,67
2017-18,13144,PONCE,UTUADO,Felix Seijo,0,elemental,1,117,154,-24.03%,94,71,35,76
2017-18,52050,PONCE,PONCE,Fernando L Malave Oliveras,0,interlocking,0,504,399,26.32%,55.5,50.5,50.8,54.9
2017-18,55350,PONCE,COAMO,Florencio Santiago,0,intermedia,0,320,373,-14.21%,55.7,26.2,61.5,82.2
2017-18,13326,PONCE,UTUADO,Francisco Jordan,0,interlocking,0,185,195,-5.13%,88.3,77.2,76.4,95.3
2017-18,52456,PONCE,PONCE,Francisco Parra Duperon,0,elemental,1,133,135,-1.48%,59,61,75,88
2017-18,50104,PONCE,ADJUNTAS,Francisco Pietri Mariani,0,elemental,1,70,86,-18.60%,29,61,11,55
2017-18,58255,PONCE,JUANA DIAZ,Francisco Prado Picart,0,interlocking,0,306,252,21.43%,43.9,32.9,43.9,56.6
2017-18,13151,PONCE,UTUADO,Francisco Ramos Sanchez,0,intermedia,0,387,434,-10.83%,59.5,14.3,41.2,48.9
2017-18,51110,PONCE,GUAYANILLA,Francisco Rodriguez Lopez,0,elemental,1,192,230,-16.52%,58,69,45,90
2017-18,53256,PONCE,VILLALBA,Francisco Zayas Santana,0,intermedia,0,399,419,-4.77%,33.4,6.1,23,35.3
2017-18,50724,PONCE,GUANICA,Fraternidad,0,elemental,1,98,100,-2.00%,79,86,76,76
2017-18,58164,PONCE,GUAYANILLA,Gloria Maria Borrero Oliveras,0,interlocking,0,610,580,5.17%,50.5,31.2,39.7,42.3
2017-18,50229,PONCE,ADJUNTAS,Hector I Rivera,0,interlocking,0,275,240,14.58%,33.8,16.9,24.2,41
2017-18,52142,PONCE,PONCE,Hemeterio Colon,0,intermedia,0,299,294,1.70%,48.5,10.9,52.4,60.5
2017-18,54635,PONCE,PONCE,Herminia Garcia,0,elemental,0,533,424,25.71%,76,77.5,71.7,91.8
2017-18,57828,PONCE,COAMO,Herminio W Santaella,0,intermedia,0,249,240,3.75%,58.4,18.4,52.1,65.2
2017-18,51177,PONCE,GUAYANILLA,Hipolito Garcia ,0,interlocking,0,298,312,-4.49%,60.2,45.8,46.3,63.9
2017-18,57331,PONCE,YAUCO,Ines Maria Mendoza,0,elemental,0,259,274,-5.47%,80.9,78.3,65.9,64.6
2017-18,13359,PONCE,UTUADO,Inocencio Montero,0,interlocking,0,326,324,0.62%,56.9,45.3,38.4,68.2
2017-18,58115,PONCE,PEÑUELAS,Intermedia Ramon Perez Purcel,0,intermedia,1,112,118,-5.08%,28,8,27,37
2017-18,54429,PONCE,PEÑUELAS,Intermedia Tallaboa Alta,0,intermedia,0,235,220,6.82%,23.3,10.8,10.8,21.5
2017-18,54452,PONCE,VILLALBA,Isabel Alvarado Alvarado,0,interlocking,0,424,397,6.80%,39.1,23.1,26.4,47.4
2017-18,52621,PONCE,PONCE,Ismael Maldonado Lugaro,0,intermedia,0,224,203,10.34%,25.2,5.2,23.8,18.6
2017-18,52225,PONCE,PONCE,Jaime L Drew,0,elemental,0,286,266,7.52%,36.6,50.4,25.2,74.5
2017-18,56424,PONCE,PONCE,Jardines de Ponce,0,intermedia,0,332,407,-18.43%,34,2.9,26,19.6
2017-18,52175,PONCE,PONCE,Joaquin Ferran Lluis,0,elemental,1,79,61,29.51%,71,74,67,83
2017-18,52993,PONCE,SANTA ISABEL,John F Kennedy,0,elemental,1,163,145,12.41%,93,100,92,100
2017-18,58131,PONCE,COAMO,Jose M Espada Zayas,0,elemental,0,267,316,-15.51%,75.5,69.2,79,91.1
2017-18,54916,PONCE,JUANA DIAZ,Jose A Gonzalez,0,elemental,1,198,125,58.40%,92,95,88,100
2017-18,50294,PONCE,ADJUNTAS,Jose Emilio Lugo,0,superior,0,618,693,-10.82%,41.7,3.3,32,44
2017-18,56226,PONCE,COAMO,Jose Felipe Zayas,0,superior,0,624,523,19.31%,34,4.9,31.9,41
2017-18,52134,PONCE,PONCE,Jose Gautier Benitez,0,elemental,1,158,181,-12.71%,60,72,61,100
2017-18,57000,PONCE,YAUCO,Jose Onofre Torres,0,intermedia,0,412,419,-1.67%,33.2,17.7,32.9,30.1
2017-18,50500,PONCE,COAMO,Jose Ramon Rodriguez,0,elemental,0,353,362,-2.49%,70.6,60.6,60.6,81.1
2017-18,50757,PONCE,GUANICA,Jose Rodriguez Soto,0,interlocking,0,446,491,-9.16%,41.6,24.4,37.3,31.4
